Member_ID,Seasonal_Pass,Purchase_Count,Total_Spent,Avg_Purchase,Games_Attended,Age_Group,Region
10005154,False,2,60,30.0,5,18-25,Domestic
10005155,False,1,50,50.0,4,18-25,Domestic
10005156,False,2,177,88.5,2,26-40,Domestic
10005157,False,1,75,75.0,1,41-60,Domestic
10005158,False,2,242,121.0,5,18-25,Domestic
10005159,False,1,152,152.0,3,26-40,Domestic
10005160,False,2,130,65.0,5,18-25,Domestic
10005161,False,2,242,121.0,3,18-25,Domestic
10005162,False,1,152,152.0,5,26-40,Domestic
10005163,False,2,304,152.0,6,18-25,Domestic
10005164,False,2,172,86.0,1,26-40,Domestic
10005165,False,1,90,90.0,5,18-25,Domestic
10005166,True,2,227,113.5,16,18-25,Domestic
10005167,False,1,75,75.0,4,26-40,Domestic
10005168,False,2,227,113.5,7,<18,Domestic
10005169,False,1,25,25.0,3,18-25,Domestic
10005170,False,2,202,101.0,1,18-25,Domestic
10005171,False,2,304,152.0,8,26-40,Domestic
10005172,False,1,75,75.0,6,18-25,Domestic
10005173,False,2,304,152.0,7,26-40,Domestic
10005174,False,2,187,93.5,5,26-40,Domestic
10005175,True,2,55,27.5,19,41-60,Domestic
10005176,False,1,40,40.0,2,26-40,Domestic
10005177,False,1,25,25.0,7,41-60,Domestic
10005178,False,1,75,75.0,6,18-25,Domestic
10005179,False,1,90,90.0,1,18-25,Domestic
10005180,False,1,35,35.0,5,<18,Domestic
10005181,False,2,227,113.5,4,<18,Domestic
10005182,False,1,25,25.0,3,60+,Domestic
10005183,False,1,152,152.0,7,18-25,Domestic
10005184,False,2,242,121.0,6,<18,Domestic
10005185,False,1,75,75.0,2,<18,Domestic
10005186,False,1,152,152.0,3,18-25,Domestic
10005187,False,2,165,82.5,7,41-60,Domestic
10005188,False,2,202,101.0,8,18-25,Domestic
10005189,False,2,187,93.5,4,18-25,International
10005190,False,1,90,90.0,3,26-40,Domestic
10005191,False,2,85,42.5,8,18-25,Domestic
10005192,False,2,227,113.5,3,41-60,Domestic
10005193,False,2,304,152.0,6,26-40,Domestic
10005194,True,1,152,152.0,30,<18,Domestic
10005195,False,2,172,86.0,4,18-25,Domestic
10005196,False,1,90,90.0,8,26-40,Domestic
10005197,False,2,304,152.0,4,18-25,Domestic
10005198,False,1,152,152.0,3,<18,Domestic
10005199,False,1,90,90.0,1,<18,International
10005200,False,2,304,152.0,5,26-40,Domestic
10005201,False,2,202,101.0,5,41-60,Domestic
10005202,False,1,152,152.0,5,18-25,Domestic
10005203,False,1,40,40.0,1,26-40,Domestic
10005204,False,1,90,90.0,3,41-60,Domestic
10005205,False,2,304,152.0,7,18-25,Domestic
10005206,False,2,227,113.5,3,26-40,Domestic
10005207,False,2,242,121.0,5,41-60,Domestic
10005208,False,1,152,152.0,5,18-25,Domestic
10005209,False,2,304,152.0,1,18-25,Domestic
10005210,False,1,90,90.0,4,18-25,Domestic
10005211,False,2,227,113.5,2,41-60,Domestic
10005212,False,1,152,152.0,4,41-60,Domestic
10005213,False,2,227,113.5,6,41-60,Domestic
10005214,False,2,115,57.5,3,41-60,Domestic
10005215,False,2,304,152.0,1,18-25,Domestic
10005216,False,2,304,152.0,4,<18,Domestic
10005217,False,1,75,75.0,4,<18,Domestic
10005218,False,1,152,152.0,6,18-25,Domestic
10005219,False,1,25,25.0,7,18-25,Domestic
10005220,False,2,304,152.0,1,26-40,Domestic
10005221,False,2,125,62.5,8,60+,Domestic
10005222,False,1,90,90.0,5,18-25,International
10005223,False,2,187,93.5,1,41-60,Domestic
10005224,False,1,152,152.0,6,26-40,Domestic
10005225,False,2,227,113.5,6,<18,Domestic
10005226,False,2,165,82.5,4,26-40,Domestic
10005227,False,2,187,93.5,7,26-40,Domestic
10005228,False,1,90,90.0,5,18-25,Domestic
10005229,False,2,150,75.0,6,18-25,Domestic
10005230,False,1,152,152.0,1,<18,Domestic
10005231,False,1,35,35.0,6,26-40,Domestic
10005232,False,2,172,86.0,4,18-25,Domestic
10005233,False,1,40,40.0,5,18-25,Domestic
10005234,False,1,35,35.0,5,41-60,Domestic
10005235,False,2,304,152.0,1,60+,Domestic
10005236,False,1,90,90.0,5,26-40,International
10005237,False,1,152,152.0,1,41-60,Domestic
10005238,True,1,152,152.0,17,26-40,International
10005239,False,2,70,35.0,1,18-25,Domestic
10005240,False,2,150,75.0,6,18-25,Domestic
10005241,False,2,165,82.5,5,41-60,Domestic
10005242,False,1,75,75.0,4,18-25,Domestic
10005243,False,2,304,152.0,2,18-25,Domestic
10005244,False,2,202,101.0,1,<18,Domestic
10005245,False,2,242,121.0,8,41-60,Domestic
10005246,False,1,90,90.0,2,<18,Domestic
10005247,False,2,227,113.5,2,18-25,Domestic
10005248,False,2,172,86.0,7,18-25,Domestic
10005249,False,1,152,152.0,3,18-25,Domestic
10005250,True,1,90,90.0,27,<18,Domestic
10005251,False,2,227,113.5,6,<18,Domestic
10005252,False,2,95,47.5,5,41-60,Domestic
10005253,False,2,227,113.5,1,18-25,Domestic
10005254,False,1,152,152.0,7,<18,Domestic
10005255,True,1,90,90.0,22,26-40,Domestic
10005256,False,2,227,113.5,3,26-40,Domestic
10005257,False,2,165,82.5,1,18-25,Domestic
10005258,False,2,242,121.0,5,41-60,Domestic
10005259,False,1,75,75.0,3,18-25,Domestic
10005260,False,2,304,152.0,3,26-40,Domestic
10005261,False,1,152,152.0,5,41-60,Domestic
10005262,False,1,40,40.0,8,18-25,Domestic
10005263,False,2,140,70.0,8,18-25,Domestic
10005264,False,1,90,90.0,6,41-60,Domestic
10005265,False,2,110,55.0,8,18-25,Domestic
10005266,False,1,50,50.0,4,<18,Domestic
10005267,False,2,192,96.0,3,18-25,Domestic
10005268,False,2,242,121.0,4,18-25,Domestic
10005269,False,2,304,152.0,6,18-25,Domestic
10005270,False,2,70,35.0,8,18-25,Domestic
10005271,False,1,152,152.0,7,26-40,Domestic
10005272,False,2,115,57.5,5,18-25,Domestic
10005273,False,2,304,152.0,4,26-40,International
10005274,False,1,20,20.0,5,18-25,Domestic
10005275,False,2,115,57.5,2,<18,Domestic
10005276,False,1,40,40.0,7,18-25,Domestic
10005277,False,1,152,152.0,4,41-60,International
10005278,False,1,90,90.0,6,18-25,International
10005279,False,1,152,152.0,5,26-40,Domestic
10005280,False,1,152,152.0,5,41-60,Domestic
10005281,False,2,192,96.0,8,26-40,Domestic
10005282,False,2,177,88.5,8,18-25,Domestic
10005283,False,1,152,152.0,5,60+,Domestic
10005284,False,2,110,55.0,4,26-40,Domestic
10005285,False,1,25,25.0,1,18-25,Domestic
10005286,False,1,35,35.0,8,18-25,Domestic
10005287,False,2,304,152.0,7,41-60,International
10005288,True,1,152,152.0,26,18-25,Domestic
10005289,False,2,304,152.0,4,26-40,Domestic
10005290,False,1,152,152.0,2,26-40,International
10005291,False,1,152,152.0,6,<18,Domestic
10005292,False,2,187,93.5,6,<18,Domestic
10005293,False,2,227,113.5,6,26-40,Domestic
10005294,False,2,95,47.5,8,26-40,Domestic
10005295,False,2,180,90.0,4,18-25,Domestic
10005296,False,2,125,62.5,2,41-60,Domestic
10005297,False,2,304,152.0,8,41-60,Domestic
10005298,False,1,35,35.0,6,18-25,Domestic
10005299,False,1,152,152.0,6,26-40,International
10005300,False,1,75,75.0,4,18-25,Domestic
10005301,False,1,35,35.0,4,41-60,Domestic
10005302,False,2,242,121.0,8,<18,Domestic
10005303,False,1,152,152.0,2,41-60,Domestic
10005304,False,2,172,86.0,7,18-25,Domestic
10005305,True,1,152,152.0,24,26-40,Domestic
10005306,False,1,90,90.0,5,18-25,Domestic
10005307,False,2,75,37.5,4,18-25,Domestic
10005308,False,1,25,25.0,1,60+,Domestic
10005309,False,2,242,121.0,6,26-40,Domestic
10005310,False,1,25,25.0,1,18-25,Domestic
10005311,False,2,242,121.0,3,18-25,International
10005312,False,1,75,75.0,2,18-25,Domestic
10005313,False,1,75,75.0,3,18-25,Domestic
10005314,False,1,20,20.0,5,26-40,Domestic
10005315,False,1,152,152.0,2,18-25,Domestic
10005316,False,1,75,75.0,3,18-25,Domestic
10005317,False,2,227,113.5,1,18-25,Domestic
10005318,False,2,304,152.0,4,26-40,Domestic
10005319,False,2,177,88.5,7,26-40,International
10005320,False,1,40,40.0,6,18-25,Domestic
10005321,False,1,152,152.0,1,60+,Domestic
10005322,False,1,152,152.0,2,26-40,Domestic
10005323,False,1,90,90.0,6,60+,Domestic
10005324,False,1,75,75.0,8,41-60,Domestic
10005325,False,2,177,88.5,1,18-25,Domestic
10005326,False,1,152,152.0,1,18-25,Domestic
10005327,False,1,152,152.0,2,18-25,Domestic
10005328,True,1,90,90.0,21,18-25,Domestic
10005329,False,2,192,96.0,4,<18,Domestic
10005330,False,2,110,55.0,5,18-25,Domestic
10005331,False,1,152,152.0,1,18-25,Domestic
10005332,False,1,152,152.0,5,41-60,Domestic
10005333,False,1,35,35.0,2,<18,Domestic
10005334,False,2,304,152.0,3,18-25,Domestic
10005335,False,2,304,152.0,7,18-25,International
10005336,False,2,50,25.0,2,26-40,Domestic
10005337,False,2,304,152.0,1,26-40,Domestic
10005338,False,1,75,75.0,5,18-25,Domestic
10005339,False,1,152,152.0,4,<18,Domestic
10005340,False,1,152,152.0,6,41-60,Domestic
10005341,False,2,242,121.0,5,41-60,Domestic
10005342,False,1,50,50.0,8,18-25,Domestic
10005343,False,1,152,152.0,2,18-25,Domestic
10005344,False,1,152,152.0,8,18-25,Domestic
10005345,False,1,152,152.0,6,26-40,Domestic
10005346,False,1,152,152.0,6,18-25,Domestic
10005347,False,2,172,86.0,4,18-25,Domestic
10005348,False,2,304,152.0,1,<18,Domestic
10005349,False,1,152,152.0,8,26-40,Domestic
10005350,True,1,152,152.0,19,18-25,Domestic
10005351,False,1,152,152.0,6,18-25,Domestic
10005352,False,2,192,96.0,4,<18,Domestic
10005353,False,2,75,37.5,3,18-25,Domestic
10005354,False,2,70,35.0,5,60+,Domestic
10005355,False,1,152,152.0,5,26-40,Domestic
10005356,True,2,304,152.0,16,26-40,Domestic
10005357,False,1,75,75.0,5,<18,Domestic
10005358,False,1,152,152.0,7,26-40,Domestic
10005359,True,1,35,35.0,23,41-60,Domestic
10005360,False,1,90,90.0,7,18-25,International
10005361,False,1,75,75.0,1,18-25,Domestic
10005362,False,2,227,113.5,5,18-25,International
10005363,False,2,227,113.5,5,26-40,Domestic
10005364,False,2,304,152.0,6,18-25,Domestic
10005365,False,2,242,121.0,8,41-60,Domestic
10005366,True,1,35,35.0,27,26-40,Domestic
10005367,False,1,20,20.0,1,18-25,Domestic
10005368,False,2,177,88.5,6,<18,Domestic
10005369,False,2,227,113.5,5,41-60,Domestic
10005370,False,2,55,27.5,2,18-25,Domestic
10005371,False,2,304,152.0,1,18-25,Domestic
10005372,False,1,50,50.0,6,18-25,Domestic
10005373,False,2,202,101.0,4,<18,Domestic
10005374,False,2,202,101.0,7,26-40,Domestic
10005375,False,1,75,75.0,3,60+,Domestic
10005376,True,2,304,152.0,25,26-40,Domestic
10005377,False,1,152,152.0,7,<18,Domestic
10005378,False,2,85,42.5,7,41-60,Domestic
10005379,True,1,152,152.0,28,18-25,Domestic
10005380,False,2,227,113.5,3,26-40,Domestic
10005381,False,2,304,152.0,3,<18,International
10005382,False,2,60,30.0,4,26-40,Domestic
10005383,False,1,152,152.0,6,18-25,Domestic
10005384,False,1,35,35.0,6,26-40,Domestic
10005385,False,1,152,152.0,3,18-25,Domestic
10005386,True,1,152,152.0,27,18-25,Domestic
10005387,False,2,242,121.0,6,18-25,Domestic
10005388,False,1,50,50.0,2,26-40,Domestic
10005389,False,2,304,152.0,4,<18,Domestic
10005390,False,1,152,152.0,7,18-25,Domestic
10005391,False,2,304,152.0,5,41-60,Domestic
10005392,False,1,25,25.0,3,18-25,Domestic
10005393,False,2,304,152.0,3,18-25,Domestic
10005394,True,1,75,75.0,25,<18,Domestic
10005395,False,2,304,152.0,6,18-25,International
10005396,False,2,55,27.5,3,41-60,Domestic
10005397,False,1,75,75.0,2,18-25,Domestic
10005398,False,2,165,82.5,4,60+,Domestic
10005399,False,2,150,75.0,3,18-25,Domestic
10005400,False,2,100,50.0,2,18-25,Domestic
10005401,False,2,180,90.0,1,41-60,Domestic
10005402,False,1,20,20.0,2,18-25,Domestic
10005403,False,2,304,152.0,7,18-25,Domestic
10005404,False,1,152,152.0,5,18-25,Domestic
10005405,False,2,115,57.5,4,60+,Domestic
10005406,False,1,152,152.0,7,26-40,International
10005407,False,1,152,152.0,1,60+,Domestic
10005408,False,2,242,121.0,1,18-25,Domestic
10005409,False,1,25,25.0,1,41-60,Domestic
10005410,False,2,227,113.5,7,26-40,Domestic
10005411,False,2,227,113.5,5,18-25,Domestic
10005412,False,2,85,42.5,7,18-25,International
10005413,False,2,304,152.0,3,<18,Domestic
10005414,False,1,152,152.0,5,26-40,Domestic
10005415,False,2,85,42.5,5,<18,International
10005416,False,2,172,86.0,2,41-60,Domestic
10005417,False,2,304,152.0,1,18-25,Domestic
10005418,False,2,192,96.0,2,26-40,Domestic
10005419,False,2,227,113.5,4,<18,International
10005420,False,1,152,152.0,5,18-25,Domestic
10005421,False,1,20,20.0,7,26-40,Domestic
10005422,False,2,242,121.0,2,26-40,International
10005423,True,1,90,90.0,18,18-25,International
10005424,False,2,304,152.0,6,18-25,Domestic
10005425,False,2,75,37.5,3,18-25,Domestic
10005426,False,1,75,75.0,3,18-25,International
10005427,False,2,304,152.0,3,26-40,Domestic
10005428,False,2,202,101.0,2,18-25,Domestic
10005429,False,1,152,152.0,6,18-25,Domestic
10005430,False,1,40,40.0,6,<18,Domestic
10005431,False,1,152,152.0,2,26-40,Domestic
10005432,True,2,304,152.0,26,18-25,Domestic
10005433,False,2,165,82.5,7,18-25,Domestic
10005434,False,1,152,152.0,8,26-40,Domestic
10005435,False,2,192,96.0,2,18-25,Domestic
10005436,False,2,304,152.0,8,18-25,Domestic
10005437,False,1,152,152.0,6,18-25,Domestic
10005438,True,1,152,152.0,30,26-40,Domestic
10005439,True,2,150,75.0,23,<18,International
10005440,True,1,75,75.0,15,18-25,Domestic
10005441,False,2,125,62.5,6,18-25,Domestic
10005442,False,1,152,152.0,8,18-25,Domestic
10005443,False,1,75,75.0,5,60+,Domestic
10005444,False,1,75,75.0,4,26-40,Domestic
10005445,False,1,25,25.0,6,18-25,Domestic
10005446,False,1,75,75.0,3,<18,International
10005447,False,2,304,152.0,4,26-40,Domestic
10005448,False,2,115,57.5,7,41-60,Domestic
10005449,False,1,152,152.0,6,18-25,Domestic
10005450,False,1,152,152.0,4,18-25,Domestic
10005451,False,2,55,27.5,4,26-40,Domestic
10005452,False,2,304,152.0,2,41-60,Domestic
10005453,False,1,152,152.0,5,41-60,Domestic
10005454,False,1,90,90.0,7,18-25,Domestic
10005455,False,1,152,152.0,4,26-40,Domestic
10005456,False,2,192,96.0,7,18-25,Domestic
10005457,False,1,35,35.0,5,41-60,Domestic
10005458,False,2,304,152.0,8,26-40,Domestic
10005459,False,2,242,121.0,2,18-25,Domestic
10005460,False,2,115,57.5,7,18-25,Domestic
10005461,False,2,172,86.0,2,41-60,Domestic
10005462,False,2,242,121.0,3,18-25,Domestic
10005463,False,1,35,35.0,1,18-25,Domestic
10005464,False,2,227,113.5,1,18-25,Domestic
10005465,False,2,187,93.5,4,26-40,Domestic
10005466,False,1,152,152.0,7,18-25,Domestic
10005467,False,2,187,93.5,2,18-25,Domestic
10005468,False,2,227,113.5,3,18-25,Domestic
10005469,False,1,152,152.0,7,41-60,Domestic
10005470,False,2,227,113.5,8,26-40,Domestic
10005471,False,2,227,113.5,8,26-40,Domestic
10005472,False,2,150,75.0,3,41-60,Domestic
10005473,True,1,35,35.0,29,18-25,International
10005474,False,2,85,42.5,3,18-25,Domestic
10005475,False,1,50,50.0,1,60+,Domestic
10005476,False,1,35,35.0,6,26-40,Domestic
10005477,False,2,304,152.0,3,41-60,Domestic
10005478,True,2,150,75.0,23,18-25,Domestic
10005479,False,1,75,75.0,3,60+,Domestic
10005480,False,1,25,25.0,8,26-40,Domestic
10005481,False,2,304,152.0,1,18-25,Domestic
10005482,False,2,227,113.5,3,18-25,Domestic
10005483,False,1,152,152.0,3,26-40,Domestic
10005484,False,2,187,93.5,3,18-25,Domestic
10005485,False,2,172,86.0,1,<18,Domestic
10005486,False,2,202,101.0,6,26-40,Domestic
10005487,False,2,304,152.0,1,18-25,Domestic
10005488,False,1,90,90.0,2,26-40,Domestic
10005489,False,2,165,82.5,7,18-25,Domestic
10005490,True,2,304,152.0,26,26-40,Domestic
10005491,False,2,304,152.0,7,26-40,Domestic
10005492,False,2,192,96.0,4,41-60,Domestic
10005493,False,2,304,152.0,7,41-60,Domestic
10005494,False,2,227,113.5,8,18-25,Domestic
10005495,False,1,90,90.0,2,26-40,International
10005496,False,1,152,152.0,5,18-25,Domestic
10005497,False,2,304,152.0,7,41-60,Domestic
10005498,False,1,152,152.0,7,18-25,Domestic
10005499,False,1,152,152.0,6,60+,Domestic
10005500,False,2,85,42.5,6,41-60,Domestic
10005501,False,1,152,152.0,6,41-60,Domestic
10005502,False,1,50,50.0,8,18-25,Domestic
10005503,False,2,202,101.0,3,<18,Domestic
10005504,False,2,172,86.0,3,26-40,Domestic
10005505,False,2,304,152.0,4,18-25,International
10005506,False,2,304,152.0,2,18-25,International
10005507,False,1,35,35.0,8,18-25,Domestic
10005508,False,1,20,20.0,2,26-40,Domestic
10005509,False,2,187,93.5,1,26-40,Domestic
10005510,False,1,75,75.0,1,<18,Domestic
10005511,False,2,304,152.0,3,26-40,Domestic
10005512,False,2,242,121.0,5,41-60,Domestic
10005513,False,2,202,101.0,4,18-25,Domestic
10005514,False,2,110,55.0,4,26-40,Domestic
10005515,False,1,152,152.0,4,18-25,International
10005516,False,1,75,75.0,5,<18,Domestic
10005517,False,1,152,152.0,1,18-25,Domestic
10005518,False,1,152,152.0,8,26-40,Domestic
10005519,False,2,227,113.5,4,<18,Domestic
10005520,False,1,40,40.0,3,41-60,Domestic
10005521,False,1,90,90.0,4,60+,Domestic
10005522,False,1,75,75.0,5,41-60,International
10005523,False,2,242,121.0,5,<18,Domestic
10005524,False,1,90,90.0,4,18-25,International
10005525,False,2,227,113.5,3,18-25,Domestic
10005526,False,2,227,113.5,3,26-40,Domestic
10005527,False,2,187,93.5,4,18-25,Domestic
10005528,False,2,202,101.0,8,41-60,Domestic
10005529,False,2,227,113.5,4,26-40,Domestic
10005530,False,1,35,35.0,6,18-25,Domestic
10005531,False,2,110,55.0,6,18-25,Domestic
10005532,False,1,75,75.0,4,18-25,Domestic
10005533,False,1,152,152.0,6,60+,Domestic
10005534,False,2,227,113.5,7,18-25,Domestic
10005535,False,1,152,152.0,8,18-25,Domestic
10005536,False,2,60,30.0,1,<18,Domestic
10005537,False,2,242,121.0,7,26-40,Domestic
10005538,False,1,90,90.0,4,26-40,Domestic
10005539,False,1,90,90.0,5,26-40,Domestic
10005540,False,1,75,75.0,1,41-60,Domestic
10005541,False,2,304,152.0,3,41-60,Domestic
10005542,False,1,152,152.0,4,26-40,Domestic
10005543,True,2,177,88.5,26,60+,Domestic
10005544,False,2,242,121.0,5,18-25,Domestic
10005545,False,2,115,57.5,2,41-60,Domestic
10005546,False,1,75,75.0,8,26-40,Domestic
10005547,False,1,40,40.0,8,26-40,Domestic
10005548,False,2,192,96.0,3,18-25,Domestic
10005549,False,1,152,152.0,5,26-40,Domestic
10005550,False,1,152,152.0,3,26-40,International
10005551,False,2,70,35.0,1,41-60,Domestic
10005552,False,1,152,152.0,8,18-25,Domestic
10005553,False,1,90,90.0,8,18-25,Domestic
10005554,False,1,152,152.0,5,26-40,International
10005555,False,2,227,113.5,4,18-25,Domestic
10005556,False,1,90,90.0,3,<18,Domestic
10005557,False,2,227,113.5,2,18-25,Domestic
10005558,False,1,75,75.0,2,18-25,Domestic
10005559,False,1,75,75.0,6,26-40,Domestic
10005560,False,1,152,152.0,7,<18,Domestic
10005561,False,2,304,152.0,5,41-60,Domestic
10005562,False,2,115,57.5,6,18-25,International
10005563,False,2,227,113.5,5,18-25,Domestic
10005564,False,1,35,35.0,1,26-40,Domestic
10005565,False,2,187,93.5,2,26-40,Domestic
10005566,False,1,75,75.0,6,41-60,Domestic
10005567,False,2,115,57.5,4,18-25,Domestic
10005568,False,2,177,88.5,1,18-25,Domestic
10005569,False,2,150,75.0,3,60+,Domestic
10005570,False,2,304,152.0,1,26-40,Domestic
10005571,False,1,90,90.0,4,18-25,Domestic
10005572,False,1,50,50.0,3,41-60,Domestic
10005573,False,1,90,90.0,8,26-40,Domestic
10005574,False,1,75,75.0,1,26-40,Domestic
10005575,False,2,60,30.0,7,18-25,Domestic
10005576,False,1,152,152.0,2,18-25,Domestic
10005577,False,2,70,35.0,3,26-40,Domestic
10005578,False,2,304,152.0,7,18-25,Domestic
10005579,False,2,192,96.0,8,26-40,Domestic
10005580,False,2,227,113.5,8,<18,Domestic
10005581,False,2,304,152.0,3,<18,Domestic
10005582,False,2,177,88.5,3,18-25,Domestic
10005583,False,2,304,152.0,6,18-25,International
10005584,False,2,60,30.0,1,41-60,Domestic
10005585,False,2,165,82.5,7,41-60,Domestic
10005586,False,2,304,152.0,2,<18,Domestic
10005587,False,1,152,152.0,3,60+,Domestic
10005588,False,1,90,90.0,6,41-60,Domestic
10005589,False,2,100,50.0,1,41-60,International
10005590,False,1,152,152.0,7,26-40,Domestic
10005591,False,2,165,82.5,5,18-25,Domestic
10005592,False,1,20,20.0,2,18-25,International
10005593,False,1,75,75.0,6,18-25,Domestic
10005594,False,2,227,113.5,5,18-25,Domestic
10005595,False,2,172,86.0,3,41-60,International
10005596,False,1,25,25.0,8,18-25,International
10005597,False,2,304,152.0,2,26-40,Domestic
10005598,False,1,75,75.0,7,18-25,Domestic
10005599,False,2,110,55.0,3,26-40,Domestic
10005600,False,2,187,93.5,2,18-25,Domestic
10005601,False,2,242,121.0,6,18-25,Domestic
10005602,False,2,304,152.0,3,26-40,Domestic
10005603,False,1,75,75.0,6,26-40,Domestic
10005604,False,2,242,121.0,4,18-25,Domestic
10005605,False,1,20,20.0,2,18-25,Domestic
10005606,False,2,125,62.5,6,26-40,Domestic
10005607,False,2,150,75.0,4,41-60,Domestic
10005608,False,1,50,50.0,5,26-40,Domestic
10005609,False,2,304,152.0,7,18-25,Domestic
10005610,False,2,202,101.0,8,26-40,Domestic
10005611,False,2,110,55.0,1,18-25,Domestic
10005612,False,2,242,121.0,4,41-60,Domestic
10005613,False,2,227,113.5,4,18-25,International
10005614,False,2,65,32.5,1,26-40,Domestic
10005615,False,1,40,40.0,8,18-25,Domestic
10005616,False,1,152,152.0,5,26-40,Domestic
10005617,False,1,25,25.0,7,18-25,Domestic
10005618,False,2,304,152.0,4,18-25,Domestic
10005619,False,2,304,152.0,6,26-40,Domestic
10005620,False,2,304,152.0,4,26-40,Domestic
10005621,False,2,227,113.5,7,26-40,Domestic
10005622,False,2,304,152.0,5,<18,Domestic
10005623,False,1,50,50.0,2,26-40,Domestic
10005624,False,2,304,152.0,2,41-60,Domestic
10005625,False,2,177,88.5,7,<18,Domestic
10005626,False,2,227,113.5,4,<18,Domestic
10005627,False,2,187,93.5,4,60+,Domestic
10005628,False,1,75,75.0,5,18-25,Domestic
10005629,False,2,242,121.0,3,41-60,International
10005630,False,2,165,82.5,4,18-25,Domestic
10005631,False,1,25,25.0,6,60+,Domestic
10005632,False,2,227,113.5,4,41-60,Domestic
10005633,True,1,152,152.0,17,18-25,Domestic
10005634,False,2,165,82.5,4,18-25,Domestic
10005635,False,1,40,40.0,3,18-25,Domestic
10005636,False,1,152,152.0,3,26-40,Domestic
10005637,False,1,75,75.0,8,18-25,Domestic
10005638,False,2,304,152.0,7,18-25,Domestic
10005639,False,2,187,93.5,4,18-25,Domestic
10005640,False,2,95,47.5,2,41-60,Domestic
10005641,False,2,125,62.5,6,18-25,Domestic
10005642,False,2,95,47.5,5,26-40,Domestic
10005643,False,2,227,113.5,4,26-40,Domestic
10005644,False,2,227,113.5,3,<18,Domestic
10005645,False,2,304,152.0,8,18-25,Domestic
10005646,False,2,304,152.0,3,<18,Domestic
10005647,False,1,152,152.0,4,26-40,Domestic
10005648,False,2,304,152.0,6,18-25,Domestic
10005649,False,2,227,113.5,7,26-40,Domestic
10005650,False,2,110,55.0,4,41-60,Domestic
10005651,True,2,227,113.5,27,26-40,Domestic
10005652,False,1,152,152.0,1,26-40,Domestic
10005653,False,2,227,113.5,7,26-40,Domestic
10005654,False,2,187,93.5,4,60+,Domestic
10005655,True,1,152,152.0,16,18-25,International
10005656,False,1,152,152.0,2,18-25,Domestic
10005657,False,1,25,25.0,7,41-60,Domestic
10005658,False,1,90,90.0,8,26-40,Domestic
10005659,False,2,202,101.0,7,18-25,Domestic
10005660,False,1,20,20.0,4,26-40,Domestic
10005661,False,1,152,152.0,5,26-40,Domestic
10005662,False,2,304,152.0,6,18-25,Domestic
10005663,False,1,90,90.0,3,18-25,Domestic
10005664,False,1,152,152.0,1,18-25,Domestic
10005665,False,2,242,121.0,6,18-25,Domestic
10005666,False,2,50,25.0,6,18-25,Domestic
10005667,False,1,75,75.0,5,<18,Domestic
10005668,False,2,304,152.0,3,18-25,Domestic
10005669,False,2,304,152.0,6,26-40,Domestic
10005670,False,2,242,121.0,8,26-40,Domestic
10005671,False,1,152,152.0,2,18-25,Domestic
10005672,False,1,50,50.0,4,41-60,Domestic
10005673,False,2,177,88.5,4,<18,Domestic
10005674,False,1,152,152.0,2,18-25,Domestic
10005675,False,2,55,27.5,2,18-25,Domestic
10005676,False,1,90,90.0,7,18-25,Domestic
10005677,False,1,152,152.0,2,26-40,Domestic
10005678,False,1,75,75.0,3,<18,Domestic
10005679,False,1,152,152.0,6,26-40,Domestic
10005680,False,2,304,152.0,4,41-60,Domestic
10005681,False,2,227,113.5,7,18-25,Domestic
10005682,False,2,227,113.5,5,18-25,Domestic
10005683,False,1,152,152.0,2,26-40,Domestic
10005684,False,2,85,42.5,6,18-25,Domestic
10005685,False,1,50,50.0,5,26-40,Domestic
10005686,True,1,152,152.0,29,26-40,Domestic
10005687,False,1,75,75.0,2,26-40,Domestic
10005688,False,2,70,35.0,3,26-40,Domestic
10005689,False,2,85,42.5,8,<18,Domestic
10005690,False,2,202,101.0,7,41-60,Domestic
10005691,False,2,242,121.0,4,18-25,Domestic
10005692,True,1,152,152.0,22,18-25,Domestic
10005693,False,2,172,86.0,8,18-25,Domestic
10005694,False,1,40,40.0,2,18-25,Domestic
10005695,False,2,165,82.5,4,26-40,Domestic
10005696,False,1,152,152.0,4,41-60,Domestic
10005697,False,2,187,93.5,5,<18,Domestic
10005698,False,2,227,113.5,3,41-60,Domestic
10005699,False,1,152,152.0,1,18-25,Domestic
10005700,False,2,242,121.0,3,26-40,Domestic
10005701,False,1,152,152.0,2,41-60,Domestic
10005702,False,2,192,96.0,5,26-40,Domestic
10005703,False,2,172,86.0,5,<18,Domestic
10005704,False,1,25,25.0,8,26-40,Domestic
10005705,False,2,304,152.0,8,18-25,Domestic
10005706,False,1,152,152.0,7,26-40,Domestic
10005707,False,1,20,20.0,5,18-25,Domestic
10005708,False,2,304,152.0,6,26-40,Domestic
10005709,False,2,202,101.0,6,18-25,Domestic
10005710,False,2,227,113.5,5,<18,Domestic
10005711,False,2,242,121.0,7,60+,Domestic
10005712,False,2,304,152.0,8,41-60,Domestic
10005713,False,1,75,75.0,4,18-25,Domestic
10005714,False,1,152,152.0,6,18-25,Domestic
10005715,False,1,152,152.0,7,26-40,Domestic
10005716,False,1,152,152.0,4,26-40,Domestic
10005717,False,2,227,113.5,6,18-25,Domestic
10005718,False,2,192,96.0,7,26-40,International
10005719,False,1,40,40.0,6,26-40,Domestic
